Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Eric Sogard,,2B/SS,4100,MIL,@CWS,4.03,Keuchel,0.261,-14%,L,L,0.338,-1%,0.190,2%,9,x,-8,-6%,0%,-1%,5.4,5.4,5.4,0.2,10.6,4.7,1.1,0.0,0.0
Carlos Santana,,1B,4100,CLE,CIN,4.76,Antone,,1%,R,S,0.345,-1%,0.206,6%,4,,0,2%,0%,-2%,5.8,5.2,5.2,-0.4,10.7,8.2,2.0,0.0,0.0
Abraham Almonte,,OF,4100,SD,LAD,3.75,Stripling,0.277,-10%,R,S,0.307,2%,0.156,3%,x,x,-,0%,0%,0%,5.0,5.0,5.0,-2.1,12.1,0.0,0.0,0.0,0.0
Randal Grichuk,,OF,4100,TOR,@ATL,4.29,Newcomb,0.310,-3%,L,R,0.326,2%,0.226,-4%,6,,0,1%,0%,1%,5.0,5.0,5.0,1.4,8.6,8.1,2.0,0.0,0.0
Oscar Mercado,,OF,4100,CLE,CIN,4.76,Antone,,-1%,R,R,0.318,-1%,0.163,-5%,9,,0,0%,0%,-1%,2.2,2.2,2.2,-0.7,5.1,5.6,1.4,0.0,0.0
Stephen Vogt,,C,4100,ARI,HOU,4.39,McCullers,0.279,-10%,R,L,0.344,7%,0.233,14%,7,7,1,2%,0%,0%,2.3,2.3,2.3,-1.1,5.6,4.8,1.2,0.0,0.0
Kean Wong,,2B,4100,SF,@COL,5.02,Gray,0.326,0%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yordan Alvarez,,OF,4100,HOU,@ARI,5.11,Ray,0.267,-12%,L,L,0.422,-3%,0.342,-8%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Magneuris Sierra,,OF,4100,MIA,@BAL,4.40,Wojciechowski,0.383,11%,R,L,0.205,-9%,0.030,-24%,,8,,8%,2%,0%,19.0,19.0,19.0,19.0,19.0,6.6,1.6,0.0,0.0
Sean Rodriguez,,3B/SS,4100,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.255,-8%,0.125,-11%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wil Myers,,OF,4000,SD,LAD,3.75,Stripling,0.321,-1%,R,R,0.307,-6%,0.160,-16%,6,6,0,-3%,-1%,0%,11.0,10.4,10.4,2.6,18.1,6.8,1.7,0.0,0.0
Tim Anderson,,SS,4000,CWS,MIL,4.47,Houser,0.279,-8%,R,R,0.320,-3%,0.165,0%,x,x,-,0%,0%,0%,9.0,9.0,9.0,-0.2,18.2,0.0,0.0,0.0,0.0
Eddie Rosario,,OF,4000,MIN,@PIT,5.37,Williams,0.332,2%,R,L,0.341,5%,0.232,25%,4,,1,0%,1%,0%,8.3,8.3,8.3,2.0,14.6,9.7,2.4,0.0,0.0
Ian Happ,,OF,4000,CHC,@KC,5.26,Bubic,,2%,L,S,0.302,-4%,0.167,-7%,x,x,-,0%,0%,0%,9.1,9.1,9.1,1.8,16.4,0.0,0.0,0.0,0.0
Matt Kemp,,OF,4000,COL,SF,6.48,Webb,,-1%,R,R,0.321,-4%,0.142,-19%,x,x,-,0%,0%,0%,10.3,10.3,10.3,3.6,17.1,0.0,0.0,0.0,0.0
Lorenzo Cain,,OF,4000,MIL,@CWS,4.03,Keuchel,0.310,-3%,L,R,0.371,10%,0.179,41%,x,x,-,0%,0%,0%,7.6,7.6,7.6,0.1,15.1,0.0,0.0,0.0,0.0
Jorge Soler,,OF,4000,KC,CHC,3.74,Darvish,0.268,-12%,R,R,0.367,1%,0.275,3%,2,,0,-2%,-1%,0%,6.5,6.9,6.9,1.3,12.5,7.5,1.9,0.0,0.0
Maikel Franco,,3B,4000,KC,CHC,3.74,Darvish,0.268,-12%,R,R,0.312,1%,0.190,0%,8,,-2,-1%,-1%,0%,7.7,6.6,6.6,-3.8,16.9,5.8,1.4,0.0,0.0
Jurickson Profar,,2B,4000,SD,LAD,3.75,Stripling,0.277,-10%,R,S,0.314,-1%,0.210,13%,9,9,-3,-3%,-1%,0%,5.4,5.4,5.4,-4.0,14.8,5.5,1.4,0.0,0.0
Kole Calhoun,,OF,4000,ARI,HOU,4.39,McCullers,0.279,-10%,R,L,0.313,0%,0.220,15%,2,2,1,2%,0%,0%,5.3,5.3,5.3,-0.3,10.9,7.3,1.8,0.0,0.0
Justin Smoak,,1B,4000,MIL,@CWS,4.03,Keuchel,0.310,-3%,L,S,0.325,-5%,0.154,-25%,x,x,-,0%,0%,0%,4.8,4.8,4.8,-0.9,10.4,0.0,0.0,0.0,0.0
Adam Duvall,,OF,4000,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.345,8%,0.255,13%,5,,1,1%,0%,0%,11.7,11.7,11.7,7.2,16.2,7.6,1.9,0.0,0.0
Tony Wolters,,C,4000,COL,SF,6.48,Webb,,1%,R,L,0.269,-2%,0.080,3%,9,9,0,10%,1%,0%,3.1,3.1,3.1,-0.1,6.3,6.3,1.6,0.0,0.0
Yolmer Sanchez,,2B,4000,SF,@COL,5.02,Gray,0.326,0%,R,S,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Rodriguez,,2B,4000,MIL,@CWS,4.03,Keuchel,0.310,-3%,L,R,0.303,5%,0.198,8%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mitch Haniger,,OF,4000,SEA,LAA,4.38,Teheran,0.300,-5%,R,R,0.345,-1%,0.225,5%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tom Murphy,,C,4000,SEA,LAA,4.38,Teheran,0.300,-5%,R,R,0.273,-7%,0.181,-9%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francisco Cervelli,,C,4000,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.340,0%,0.162,11%,,6,,8%,2%,0%,7.7,7.7,7.7,1.6,13.7,7.2,1.8,0.0,0.0
Rhys Hoskins,,1B,4000,PHI,@NYY,3.70,Loaisiga,0.337,0%,R,R,0.353,-1%,0.251,2%,x,2,,-4%,4%,5%,6.5,6.5,6.5,1.1,11.9,0.0,0.0,0.0,0.0
Isan Diaz,,2B,4000,MIA,@BAL,4.40,Wojciechowski,0.383,11%,R,L,0.267,-1%,0.137,-2%,,x,,0%,0%,0%,5.0,5.0,5.0,-2.1,12.1,0.0,0.0,0.0,0.0
Matt Joyce,,OF,4000,MIA,@BAL,4.40,Wojciechowski,0.383,11%,R,L,0.337,4%,0.150,6%,,5,,12%,2%,0%,0.0,0.0,0.0,0.0,0.0,9.3,2.3,0.0,0.0
Kyle Lewis,,OF,3900,SEA,LAA,4.38,Teheran,0.300,-5%,R,R,0.407,1%,0.385,8%,,3,,-2%,3%,0%,8.9,9.9,9.9,5.2,14.6,6.6,1.7,0.0,0.0
Kyle Tucker,,OF,3900,HOU,@ARI,5.11,Ray,0.267,-12%,L,L,0.384,-4%,0.184,-15%,7,8,-1,6%,0%,0%,8.1,8.1,8.1,-0.9,17.2,7.8,2.0,0.0,0.0
Jorge Polanco,,SS,3900,MIN,@PIT,5.37,Williams,0.332,2%,R,S,0.371,9%,0.186,9%,2,,1,-1%,1%,0%,6.5,6.5,6.5,-0.4,13.4,9.8,2.5,0.0,0.0
Cesar Hernandez,,2B,3900,CLE,CIN,4.76,Antone,,1%,R,S,0.325,1%,0.140,17%,1,,0,2%,0%,-1%,5.9,6.0,6.0,3.3,8.7,8.1,2.1,0.0,0.0
Joc Pederson,,OF,3900,LAD,@SD,4.25,Richards,0.264,-11%,R,L,0.376,9%,0.308,18%,7,7,-2,-5%,-1%,0%,6.0,6.0,6.0,0.2,11.8,7.9,2.0,0.0,0.0
Will Smith,,C,3900,LAD,@SD,4.25,Richards,0.316,-6%,R,R,0.410,4%,0.381,15%,8,8,1,-4%,-1%,0%,4.3,4.3,4.3,-0.1,8.7,6.8,1.7,0.0,0.0
Shin-Soo Choo,,OF,3900,TEX,@OAK,3.51,Manaea,0.258,-14%,L,L,0.319,-10%,0.115,-34%,1,x,0,-9%,-2%,0%,8.6,8.6,8.6,-0.6,17.8,5.7,1.5,0.0,0.0
Steven Duggar,,OF,3900,SF,@COL,5.02,Gray,0.326,0%,R,L,0.284,1%,0.143,10%,9,,0,26%,1%,0%,5.0,5.0,5.0,1.1,8.9,6.7,1.7,0.0,0.0
Sean Murphy,,C,3900,OAK,TEX,4.49,Gibson,0.319,-1%,R,R,0.394,0%,0.429,7%,,8,,-2%,-3%,0%,4.3,4.3,4.3,-1.0,9.5,5.2,1.3,0.0,0.0
Brandon Crawford,,SS,3900,SF,@COL,5.02,Gray,0.326,0%,R,L,0.292,-1%,0.133,4%,7,,0,29%,1%,0%,3.7,3.7,3.7,-0.1,7.5,7.3,1.9,0.0,0.0
Ryon Healy,,1B/3B,3900,MIL,@CWS,4.03,Keuchel,0.310,-3%,L,R,0.320,1%,0.181,-5%,1,1,0,-1%,0%,-3%,3.0,3.0,3.0,3.0,3.0,8.3,2.1,0.0,0.0
Socrates Brito,,OF,3900,PIT,MIN,4.13,Dobnak,,1%,R,L,0.177,-4%,0.078,-5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ian Miller,,OF,3900,CHC,@KC,5.26,Bubic,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rio Ruiz,,3B,3900,BAL,MIA,4.10,TBA,,%,,L,,%,,%,,x,,0%,0%,0%,12.2,12.2,12.2,4.6,19.7,0.0,0.0,0.0,0.0
Luke Voit,,1B,3900,NYY,PHI,3.80,Nola,0.274,-11%,R,R,0.381,1%,0.227,-5%,,x,,0%,0%,0%,9.0,9.0,9.0,0.6,17.4,0.0,0.0,0.0,0.0
Monte Harrison,,OF,3900,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,,-2%,,-2%,9,,0,9%,2%,0%,0.0,0.0,0.0,0.0,0.0,6.9,1.8,0.0,0.0
James McCann,,C,3800,CWS,MIL,4.47,Houser,0.279,-8%,R,R,0.292,-6%,0.136,-19%,7,x,-1,0%,0%,-2%,11.8,11.8,11.8,2.4,21.1,5.4,1.4,0.0,0.0
J.P. Crawford,,SS,3800,SEA,LAA,4.38,Teheran,0.324,0%,R,L,0.330,10%,0.201,29%,,1,,-5%,2%,0%,8.5,9.0,9.0,0.9,17.1,7.9,2.1,0.0,0.0
Salvador Perez,,C,3800,KC,CHC,3.74,Darvish,0.268,-12%,R,R,0.305,-2%,0.217,0%,4,,-1,-2%,-1%,0%,6.2,6.6,6.6,0.6,12.6,6.3,1.7,0.0,0.0
Austin Riley,,3B/OF,3800,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.382,5%,0.385,17%,6,,1,1%,0%,0%,6.0,6.0,6.0,-1.9,13.9,7.4,1.9,0.0,0.0
Adalberto Mondesi,,SS,3800,KC,CHC,3.74,Darvish,0.318,-1%,R,S,0.321,5%,0.197,13%,6,,-1,2%,-1%,0%,6.9,6.3,6.3,0.8,11.8,8.5,2.2,0.0,0.0
Josh Donaldson,,3B,3800,MIN,@PIT,5.37,Williams,0.304,-4%,R,R,0.369,-2%,0.251,-3%,x,x,-,0%,0%,0%,5.7,5.7,5.7,-1.5,12.8,0.0,0.0,0.0,0.0
Adam Frazier,,2B,3800,PIT,MIN,4.13,Dobnak,,1%,R,L,0.344,5%,0.169,19%,1,,0,0%,1%,0%,4.6,4.6,4.6,-1.2,10.4,7.9,2.1,0.0,0.0
Bryan Reynolds,,OF,3800,PIT,MIN,4.13,Dobnak,,1%,R,S,0.392,5%,0.196,3%,5,,0,0%,1%,0%,5.1,5.1,5.1,-0.7,10.9,7.6,2.0,0.0,0.0
Austin Slater,,1B/OF,3800,SF,@COL,5.02,Gray,0.309,-3%,R,R,0.286,-4%,0.105,-6%,x,x,-,0%,0%,0%,5.0,5.0,5.0,0.6,9.4,0.0,0.0,0.0,0.0
Franmil Reyes,,OF,3800,CLE,CIN,4.76,Antone,,-1%,R,R,0.326,-6%,0.249,0%,5,,0,0%,0%,-2%,4.6,4.6,4.6,-0.7,9.9,7.5,2.0,0.0,0.0
Mallex Smith,,OF,3800,SEA,LAA,4.38,Teheran,0.324,0%,R,L,0.302,1%,0.117,12%,,9,,-5%,1%,0%,3.9,3.9,3.9,0.5,7.2,6.3,1.7,0.0,0.0
Pablo Sandoval,,1B/3B,3800,SF,@COL,5.02,Gray,0.326,0%,R,S,0.335,8%,0.216,11%,6,,-2,33%,1%,0%,1.9,1.9,1.9,-0.2,4.0,9.8,2.6,0.0,0.0
Josh Fuentes,,1B,3800,COL,SF,6.48,Webb,,-1%,R,R,0.355,-1%,0.281,1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Shaw,,1B/OF,3800,SF,@COL,5.02,Gray,0.326,0%,R,L,0.201,-3%,0.063,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy McKinney,,OF,3800,TOR,@ATL,4.29,Newcomb,0.314,-4%,L,L,0.253,-8%,0.194,-15%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Didi Gregorius,,SS,3800,PHI,@NYY,3.70,Loaisiga,,2%,R,L,0.334,2%,0.228,19%,x,5,,-3%,4%,5%,10.8,10.8,10.8,2.4,19.1,0.0,0.0,0.0,0.0
Brett Gardner,,OF,3800,NYY,PHI,3.80,Nola,0.293,-7%,R,L,0.339,8%,0.213,29%,,8,,-1%,3%,4%,6.3,6.3,6.3,-2.2,14.9,7.2,1.9,0.0,0.0
Chance Sisco,,C,3800,BAL,MIA,4.10,TBA,,%,,L,,%,,%,8,,-1,2%,2%,0%,6.0,6.0,6.0,4.3,7.7,6.2,1.6,0.0,0.0
Logan Forsythe,,1B/2B,3800,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.303,0%,0.095,-15%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Fletcher,,3B/SS,3700,LAA,@SEA,4.62,Gonzales,0.316,-2%,L,R,0.308,0%,0.108,14%,,1,,-4%,1%,0%,10.7,10.2,10.2,3.4,17.0,7.3,2.0,0.0,0.0
Albert Pujols,,1B,3700,LAA,@SEA,4.62,Gonzales,0.316,-2%,L,R,0.314,3%,0.198,14%,,5,,-3%,3%,0%,8.3,8.3,8.3,-1.5,18.0,7.6,2.1,0.0,0.0
David Bote,,3B,3700,CHC,@KC,5.26,Bubic,,2%,L,R,0.327,2%,0.178,7%,6,,0,-2%,-1%,0%,9.2,9.2,9.2,0.9,17.5,7.6,2.1,0.0,0.0
Chris Owings,,2B/OF,3700,COL,SF,6.48,Webb,,-1%,R,R,0.198,-14%,0.087,-15%,x,x,-,0%,0%,0%,7.3,7.3,7.3,-1.7,16.4,0.0,0.0,0.0,0.0
Kevin Newman,,SS,3700,PIT,MIN,4.13,Dobnak,,-1%,R,R,0.319,0%,0.128,7%,2,,0,-1%,1%,0%,4.9,4.9,4.9,-0.7,10.5,7.3,2.0,0.0,0.0
Khris Davis,,OF,3700,OAK,TEX,4.49,Gibson,0.319,-1%,R,R,0.320,-4%,0.233,-5%,,7,,-3%,-4%,1%,4.9,4.9,4.9,-4.3,14.0,6.5,1.8,0.0,0.0
Eduardo Escobar,,3B,3700,ARI,HOU,4.39,McCullers,0.279,-10%,R,S,0.341,3%,0.245,15%,5,5,-1,4%,0%,0%,4.5,4.1,4.1,0.4,7.8,7.2,1.9,0.0,0.0
Carson Kelly,,C,3700,ARI,HOU,4.39,McCullers,0.325,0%,R,R,0.286,-7%,0.183,-6%,x,x,-,0%,0%,0%,3.2,3.2,3.2,-0.3,6.7,0.0,0.0,0.0,0.0
Drew Butera,,C,3700,COL,SF,6.48,Webb,,-1%,R,R,0.223,-6%,0.079,-13%,x,x,-,0%,0%,0%,2.5,2.5,2.5,1.8,3.2,0.0,0.0,0.0,0.0
Jesse Winker,,OF,3700,CIN,@CLE,3.74,Clevinger,0.305,-4%,R,L,0.374,7%,0.191,14%,5,,1,3%,0%,-1%,2.9,2.6,2.6,0.4,4.9,6.1,1.6,0.0,0.0
Francisco Mejia,,C,3700,SD,LAD,3.75,Stripling,0.277,-10%,R,S,0.323,3%,0.208,10%,x,x,-,0%,0%,0%,2.8,2.8,2.8,0.4,5.1,0.0,0.0,0.0,0.0
Brock Holt,,3B/OF,3700,MIL,@CWS,4.03,Keuchel,0.261,-14%,L,L,0.273,-10%,0.027,-42%,x,x,-,0%,0%,0%,3.0,3.0,3.0,1.6,4.4,0.0,0.0,0.0,0.0
Danny Santana,,1B/OF,3700,TEX,@OAK,3.51,Manaea,0.312,-3%,L,S,0.291,-4%,0.196,-3%,x,x,-,0%,0%,0%,1.8,1.8,1.8,-1.8,5.3,0.0,0.0,0.0,0.0
Jordan Luplow,,OF,3700,CLE,CIN,4.76,Antone,,-1%,R,R,0.254,-10%,0.106,-20%,7,,-2,0%,0%,-2%,1.0,1.0,1.0,-1.0,3.0,6.2,1.7,0.0,0.0
Joey Rickard,,OF,3700,SF,@COL,5.02,Gray,0.309,-3%,R,R,0.278,-6%,0.142,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Naquin,,OF,3700,CLE,CIN,4.76,Antone,,1%,R,L,0.309,-1%,0.136,-4%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Bradley,,1B,3700,CLE,CIN,4.76,Antone,,1%,R,L,0.261,1%,0.182,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jacob Nottingham,,C,3700,MIL,@CWS,4.03,Keuchel,0.310,-3%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Culberson,,OF/SS,3700,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.322,1%,0.167,0%,8,,0,1%,0%,1%,0.0,0.0,0.0,0.0,0.0,5.6,1.5,0.0,0.0
Yangervis Solarte,,2B/OF,3700,ATL,TOR,4.71,Ryu,0.283,-9%,L,S,0.281,1%,0.141,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Andujar,,3B/OF,3700,NYY,PHI,3.80,Nola,0.274,-11%,R,R,0.351,2%,0.207,-2%,6,,3,-1%,4%,4%,1.7,1.7,1.7,0.1,3.2,5.3,1.4,0.0,0.0
Taylor Davis,,C,3700,BAL,MIA,4.10,TBA,,%,,R,,%,,%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stevie Wilkerson,,2B/OF,3700,BAL,MIA,4.10,TBA,,%,,L,,%,,%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Osuna,,1B/OF,3600,PIT,MIN,4.13,Dobnak,,-1%,R,R,0.316,0%,0.191,0%,x,x,-,0%,0%,0%,6.0,6.0,6.0,-0.9,12.9,0.0,0.0,0.0,0.0
Jose Trevino,,C,3600,TEX,@OAK,3.51,Manaea,0.312,-3%,L,R,0.348,3%,0.186,8%,x,x,-,0%,0%,0%,9.0,9.0,9.0,9.0,9.0,0.0,0.0,0.0,0.0
Victor Caratini,,1B/C,3600,CHC,@KC,5.26,Bubic,,2%,L,S,0.305,1%,0.094,-2%,9,,-2,-2%,-1%,0%,3.9,3.9,3.9,1.8,5.9,6.4,1.8,0.0,0.0
Robinson Chirinos,,C,3600,TEX,@OAK,3.51,Manaea,0.312,-3%,L,R,0.383,8%,0.231,8%,5,6,2,-4%,-3%,0%,2.5,2.5,2.5,-0.1,5.1,6.8,1.9,0.0,0.0
Daniel Vogelbach,,1B,3600,SEA,LAA,4.38,Teheran,0.324,0%,R,L,0.356,8%,0.249,14%,,6,,-4%,2%,0%,2.7,2.7,2.7,0.3,5.0,7.5,2.1,0.0,0.0
Jarrod Dyson,,OF,3600,PIT,MIN,4.13,Dobnak,,1%,R,L,0.259,-4%,0.089,12%,x,x,-,0%,0%,0%,2.0,2.0,2.0,-0.9,4.9,0.0,0.0,0.0,0.0
Nomar Mazara,,OF,3600,CWS,MIL,4.47,Houser,0.334,-1%,R,L,0.344,10%,0.193,18%,6,6,1,-2%,0%,-2%,1.5,1.5,1.5,-0.6,3.6,7.7,2.1,0.0,0.0
Adeiny Hechavarria,,2B/SS,3600,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.301,5%,0.144,5%,x,x,-,0%,0%,0%,2.5,2.5,2.5,-1.0,6.0,0.0,0.0,0.0,0.0
Daniel Johnson,,OF,3600,CLE,CIN,4.76,Antone,,1%,R,L,,2%,,3%,x,x,-,0%,0%,0%,1.3,1.3,1.3,-0.3,2.8,0.0,0.0,0.0,0.0
Kevin Cron,,1B,3600,ARI,HOU,4.39,McCullers,0.325,0%,R,R,0.336,-1%,0.340,6%,x,x,-,0%,0%,0%,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0
Tyler Nevin,,1B/3B,3600,COL,SF,6.48,Webb,,-1%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavin Lux,,2B,3600,LAD,@SD,4.25,Richards,0.264,-11%,R,L,0.325,2%,0.143,0%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seth Brown,,OF,3600,OAK,TEX,4.49,Gibson,0.349,5%,R,L,0.379,4%,0.197,4%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Iglesias,,SS,3600,BAL,MIA,4.10,TBA,,%,,R,,%,,%,3,,0,1%,2%,0%,10.4,10.4,10.4,4.6,16.2,7.2,2.0,0.0,0.0
DJ Stewart,,OF,3600,BAL,MIA,4.10,TBA,,%,,L,,%,,%,,8,,2%,2%,0%,1.7,1.7,1.7,0.2,3.2,6.0,1.7,0.0,0.0
Chad Wallach,,C,3600,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.258,-4%,0.116,-6%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Neil Walker,,1B/2B,3600,PHI,@NYY,3.70,Loaisiga,,2%,R,S,0.316,0%,0.150,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Hosmer,,1B,3500,SD,LAD,3.75,Stripling,0.277,-10%,R,L,0.338,10%,0.176,16%,x,x,-,0%,0%,0%,16.0,16.0,16.0,5.9,26.1,0.0,0.0,0.0,0.0
Tyler Flowers,,C,3500,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.349,7%,0.155,3%,x,x,-,0%,0%,0%,10.0,10.0,10.0,2.5,17.5,0.0,0.0,0.0,0.0
Jason Castro,,C,3500,LAA,@SEA,4.62,Gonzales,0.331,0%,L,L,0.254,-10%,0.097,-28%,,x,,0%,0%,0%,6.3,6.3,6.3,0.3,12.2,0.0,0.0,0.0,0.0
Matt Adams,,1B,3500,ATL,TOR,4.71,Ryu,0.307,-5%,L,L,0.280,-8%,0.210,-14%,x,x,-,0%,0%,0%,6.4,6.4,6.4,-0.9,13.8,0.0,0.0,0.0,0.0
Ender Inciarte,,OF,3500,ATL,TOR,4.71,Ryu,0.307,-5%,L,L,0.312,-1%,0.069,-37%,9,,0,0%,0%,1%,7.4,7.4,7.4,1.9,13.0,6.0,1.7,0.0,0.0
Darin Ruf,,1B,3500,SF,@COL,5.02,Gray,0.309,-3%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,10.0,10.0,10.0,1.1,18.9,0.0,0.0,0.0,0.0
Rowdy Tellez,,1B,3500,TOR,@ATL,4.29,Newcomb,0.314,-4%,L,L,0.313,-5%,0.215,-14%,x,x,-,0%,0%,0%,5.5,5.5,5.5,0.0,11.0,0.0,0.0,0.0,0.0
Justin Upton,,OF,3500,LAA,@SEA,4.62,Gonzales,0.316,-2%,L,R,0.334,-5%,0.223,-1%,,4,,-3%,3%,0%,4.6,4.6,4.6,-1.1,10.3,7.5,2.1,0.0,0.0
Tony Kemp,,2B/OF,3500,OAK,TEX,4.49,Gibson,0.349,5%,R,L,0.308,2%,0.156,9%,,9,,-4%,-2%,0%,6.6,6.6,6.6,2.1,11.1,5.5,1.6,0.0,0.0
John Ryan Murphy,,C,3500,PIT,MIN,4.13,Dobnak,,-1%,R,R,0.250,-5%,0.164,-4%,x,x,-,0%,0%,0%,4.8,4.8,4.8,1.4,8.1,0.0,0.0,0.0,0.0
Gregory Polanco,,OF,3500,PIT,MIN,4.13,Dobnak,,1%,R,L,0.348,5%,0.244,15%,6,,0,0%,1%,0%,3.4,3.4,3.4,0.8,6.0,7.8,2.2,0.0,0.0
Nick Ahmed,,SS,3500,ARI,HOU,4.39,McCullers,0.325,0%,R,R,0.289,-7%,0.158,-11%,9,9,0,0%,0%,0%,1.9,1.7,1.7,-0.5,4.0,5.5,1.6,0.0,0.0
Willie Calhoun,,OF,3500,TEX,@OAK,3.51,Manaea,0.258,-14%,L,L,0.291,-8%,0.210,-12%,x,x,-,0%,0%,0%,1.0,1.0,1.0,-0.4,2.4,0.0,0.0,0.0,0.0
Greg Allen,,OF,3500,CLE,CIN,4.76,Antone,,1%,R,S,0.305,6%,0.124,14%,x,x,-,0%,0%,0%,1.0,1.0,1.0,-0.4,2.4,0.0,0.0,0.0,0.0
Alan Trejo,,SS,3500,COL,SF,6.48,Webb,,-1%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Rabago,,C,3500,COL,SF,6.48,Webb,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Will Wilson,,SS,3500,SF,@COL,5.02,Gray,0.309,-3%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Bart,,C,3500,SF,@COL,5.02,Gray,0.309,-3%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Elias Diaz,,C,3500,COL,SF,6.48,Webb,,-1%,R,R,0.284,-4%,0.099,-10%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Abiatal Avelino,,SS,3500,SF,@COL,5.02,Gray,0.309,-3%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Stamets,,SS,3500,COL,SF,6.48,Webb,,-1%,R,R,0.086,-6%,0.000,-9%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
