Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Daniel Murphy,,1B,5100,COL,SF,6.48,Webb,,1%,R,L,0.335,-2%,0.179,1%,5,5,0,10%,1%,0%,7.6,7.6,7.6,-0.4,15.6,9.1,1.8,0.0,0.0
Matt Chapman,,3B,5100,OAK,TEX,4.49,Gibson,0.319,-1%,R,R,0.365,2%,0.254,5%,,4,,-2%,-3%,0%,6.3,6.6,6.6,0.2,13.1,7.9,1.5,0.0,0.0
Corey Dickerson,,OF,5100,MIA,@BAL,4.40,Wojciechowski,0.383,11%,R,L,0.359,6%,0.222,19%,,3,,13%,3%,0%,8.5,8.5,8.5,0.4,16.6,11.0,2.2,0.0,0.0
Jorge Alfaro,,C,5100,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.308,0%,0.146,-3%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tommy Pham,,OF,5000,SD,LAD,3.75,Stripling,0.321,-1%,R,R,0.338,-5%,0.192,1%,4,4,0,-3%,-1%,0%,7.1,9.3,9.3,-0.7,19.2,7.8,1.6,0.0,0.0
Javier Baez,,SS,5000,CHC,@KC,5.26,Bubic,,2%,L,R,0.378,5%,0.251,0%,3,,0,-3%,-1%,0%,8.4,7.6,7.6,-3.5,18.8,9.7,1.9,0.0,0.0
Freddie Freeman,,1B,5000,ATL,TOR,4.71,Ryu,0.307,-5%,L,L,0.368,-4%,0.215,-4%,x,x,-,0%,0%,0%,8.3,7.4,7.4,-0.8,15.7,0.0,0.0,0.0,0.0
Justin Turner,,3B,5000,LAD,@SD,4.25,Richards,0.316,-6%,R,R,0.369,-3%,0.184,-14%,3,4,0,-3%,-1%,0%,6.1,7.3,7.3,1.8,12.9,7.6,1.5,0.0,0.0
Ketel Marte,,2B,5000,ARI,HOU,4.39,McCullers,0.279,-10%,R,S,0.351,0%,0.195,-3%,1,1,0,3%,0%,0%,6.2,5.9,5.9,0.1,11.7,8.2,1.6,0.0,0.0
Omar Narvaez,,C,5000,MIL,@CWS,4.03,Keuchel,0.261,-14%,L,L,0.316,-7%,0.093,-29%,x,x,-,0%,0%,0%,5.2,5.2,5.2,-0.7,11.1,0.0,0.0,0.0,0.0
Jon Berti,,OF,5000,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.317,-2%,0.104,-16%,,7,,5%,2%,0%,6.0,6.0,6.0,-1.9,13.9,7.5,1.5,0.0,0.0
Nelson Cruz,,OF,4900,MIN,@PIT,5.37,Williams,0.304,-4%,R,R,0.374,-4%,0.259,-10%,3,,1,-7%,1%,0%,12.2,12.2,12.2,-2.2,26.6,8.8,1.8,0.0,0.0
Donovan Solano,,2B/3B,4900,SF,@COL,5.02,Gray,0.309,-3%,R,R,0.328,-2%,0.130,-5%,3,,2,30%,1%,0%,12.5,12.5,12.5,5.1,19.9,8.9,1.8,0.0,0.0
Yasmani Grandal,,C,4900,CWS,MIL,4.47,Houser,0.334,-1%,R,S,0.355,1%,0.220,4%,4,4,0,-2%,0%,-2%,7.4,7.4,7.4,0.7,14.2,7.5,1.5,0.0,0.0
Kyle Schwarber,,OF,4900,CHC,@KC,5.26,Bubic,,-4%,L,L,0.303,-10%,0.165,-28%,5,,-1,0%,-1%,0%,7.6,7.2,7.2,0.7,13.6,7.9,1.6,0.0,0.0
Marcus Semien,,SS,4900,OAK,TEX,4.49,Gibson,0.319,-1%,R,R,0.335,-1%,0.178,-6%,,1,,-2%,-3%,0%,4.8,4.9,4.9,0.9,8.9,7.9,1.6,0.0,0.0
Josh Bell,,1B,4900,PIT,MIN,4.13,Dobnak,,1%,R,S,0.372,6%,0.237,9%,3,,0,0%,1%,0%,4.3,4.3,4.3,0.0,8.6,9.0,1.8,0.0,0.0
J.T. Realmuto,,C,4900,PHI,@NYY,3.70,Loaisiga,0.337,0%,R,R,0.355,4%,0.211,3%,x,4,,-4%,4%,4%,7.3,7.3,7.3,-0.6,15.1,0.0,0.0,0.0,0.0
Jonathan Villar,,2B/OF,4900,MIA,@BAL,4.40,Wojciechowski,0.383,11%,R,S,0.330,1%,0.154,-5%,,1,,10%,2%,0%,3.0,3.0,3.0,0.6,5.4,10.6,2.2,0.0,0.0
Willson Contreras,,C,4800,CHC,@KC,5.26,Bubic,,2%,L,R,0.379,8%,0.231,15%,4,,1,-2%,-1%,0%,8.9,8.9,8.9,0.7,17.1,9.1,1.9,0.0,0.0
Alex Dickerson,,OF,4800,SF,@COL,5.02,Gray,0.326,0%,R,L,0.354,4%,0.222,9%,2,,1,30%,1%,0%,8.0,8.0,8.0,-1.1,17.1,11.5,2.4,0.0,0.0
Wilmer Flores,,1B/2B,4800,SF,@COL,5.02,Gray,0.309,-3%,R,R,0.338,-3%,0.150,-21%,5,,-2,32%,1%,0%,7.6,7.6,7.6,0.9,14.3,9.4,2.0,0.0,0.0
Cavan Biggio,,2B/OF,4800,TOR,@ATL,4.29,Newcomb,0.314,-4%,L,L,0.328,-5%,0.136,-20%,2,,0,0%,0%,0%,7.4,7.4,7.4,-0.4,15.1,7.6,1.6,0.0,0.0
Francisco Lindor,,SS,4800,CLE,CIN,4.76,Antone,,1%,R,S,0.353,-1%,0.252,13%,3,,0,3%,0%,-2%,8.5,7.3,7.3,0.8,13.8,9.7,2.0,0.0,0.0
Kris Bryant,,3B/OF,4800,CHC,@KC,5.26,Bubic,,2%,L,R,0.431,12%,0.304,31%,1,,0,-3%,-1%,0%,6.8,6.8,6.8,-0.4,13.9,10.6,2.2,0.0,0.0
Brian Anderson,,3B/OF,4800,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.341,2%,0.159,1%,,4,,9%,2%,0%,9.0,9.0,9.0,-0.2,18.2,8.9,1.9,0.0,0.0
Gleyber Torres,,SS,4800,NYY,PHI,3.80,Nola,0.274,-11%,R,R,0.346,-2%,0.217,-8%,,3,,-1%,4%,5%,4.5,4.5,4.5,-2.9,11.9,8.6,1.8,0.0,0.0
Jose Abreu,,1B,4700,CWS,MIL,4.47,Houser,0.279,-8%,R,R,0.321,-9%,0.206,-8%,3,3,0,-1%,0%,-2%,9.6,8.9,8.9,1.3,16.5,6.9,1.5,0.0,0.0
Jose Ramirez,,3B,4700,CLE,CIN,4.76,Antone,,1%,R,S,0.379,3%,0.281,14%,2,,0,2%,0%,-1%,8.7,8.4,8.4,-2.1,18.9,10.6,2.3,0.0,0.0
Cody Bellinger,,OF,4700,LAD,@SD,4.25,Richards,0.264,-11%,R,L,0.396,4%,0.284,5%,4,3,0,-5%,-1%,0%,7.1,7.1,7.1,2.3,11.9,8.9,1.9,0.0,0.0
Bo Bichette,,SS,4700,TOR,@ATL,4.29,Newcomb,0.310,-3%,L,R,0.440,5%,0.298,11%,1,,0,2%,0%,1%,6.0,6.0,6.0,1.1,10.9,9.6,2.0,0.0,0.0
Tyler Heineman,,C,4700,SF,@COL,5.02,Gray,0.326,0%,R,S,,2%,,3%,8,,-1,27%,1%,0%,5.9,5.9,5.9,2.1,9.6,7.7,1.6,0.0,0.0
Ozzie Albies,,2B,4700,ATL,TOR,4.71,Ryu,0.283,-9%,L,S,0.411,17%,0.242,20%,x,x,-,0%,0%,0%,5.6,5.6,5.6,-4.0,15.2,0.0,0.0,0.0,0.0
Garrett Cooper,,1B/OF,4700,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.350,3%,0.158,-1%,,x,,0%,0%,0%,5.0,5.0,5.0,2.2,7.8,0.0,0.0,0.0,0.0
Nick Castellanos,,OF,4600,CIN,@CLE,3.74,Clevinger,0.253,-15%,R,R,0.339,-5%,0.209,-7%,2,,2,-3%,0%,-2%,13.3,13.3,13.3,4.0,22.6,7.1,1.5,0.0,0.0
Dansby Swanson,,SS,4600,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.308,1%,0.159,0%,2,,3,1%,0%,1%,12.5,11.3,11.3,1.7,20.8,7.4,1.6,0.0,0.0
Evan Longoria,,3B,4600,SF,@COL,5.02,Gray,0.309,-3%,R,R,0.297,-3%,0.164,-7%,x,x,-,0%,0%,0%,9.0,9.0,9.0,1.4,16.6,0.0,0.0,0.0,0.0
Starling Marte,,OF,4600,ARI,HOU,4.39,McCullers,0.325,0%,R,R,0.355,6%,0.192,7%,3,3,0,0%,0%,0%,6.7,6.7,6.7,1.7,11.7,9.2,2.0,0.0,0.0
Matt Olson,,1B,4600,OAK,TEX,4.49,Gibson,0.349,5%,R,L,0.370,6%,0.267,11%,,3,,-6%,-3%,0%,3.9,5.8,5.8,-1.9,13.6,8.7,1.9,0.0,0.0
Miguel Sano,,1B,4600,MIN,@PIT,5.37,Williams,0.304,-4%,R,R,0.340,-3%,0.268,-3%,x,x,-,0%,0%,0%,5.3,5.3,5.3,-3.7,14.3,0.0,0.0,0.0,0.0
Mitch Garver,,C,4600,MIN,@PIT,5.37,Williams,0.304,-4%,R,R,0.359,-2%,0.246,-2%,7,,-2,-6%,1%,0%,5.1,5.1,5.1,-0.1,10.4,6.8,1.5,0.0,0.0
Rougned Odor,,2B,4600,TEX,@OAK,3.51,Manaea,0.258,-14%,L,L,0.297,-1%,0.164,-14%,x,x,-,0%,0%,0%,5.1,5.1,5.1,-0.2,10.4,0.0,0.0,0.0,0.0
Aristides Aquino,,OF,4600,CIN,@CLE,3.74,Clevinger,0.253,-15%,R,R,0.354,0%,0.318,10%,x,x,-,0%,0%,0%,3.7,3.7,3.7,0.2,7.2,0.0,0.0,0.0,0.0
Austin Hays,,OF,4600,BAL,MIA,4.10,TBA,,%,,R,,%,,%,,5,,3%,3%,0%,4.6,4.6,4.6,-0.2,9.3,7.7,1.7,0.0,0.0
Mike Ford,,1B,4600,NYY,PHI,3.80,Nola,0.293,-7%,R,L,0.324,0%,0.191,-1%,,6,,0%,4%,5%,4.5,4.5,4.5,2.4,6.6,7.8,1.7,0.0,0.0
Gary Sanchez,,C,4600,NYY,PHI,3.80,Nola,0.274,-11%,R,R,0.322,-4%,0.255,-5%,,x,,0%,0%,0%,2.6,2.6,2.6,-1.3,6.4,0.0,0.0,0.0,0.0
Corey Seager,,SS,4500,LAD,@SD,4.25,Richards,0.264,-11%,R,L,0.358,4%,0.216,12%,5,5,0,-5%,-1%,0%,10.8,10.6,10.6,5.7,15.6,7.5,1.7,0.0,0.0
Manny Machado,,3B,4500,SD,LAD,3.75,Stripling,0.321,-1%,R,R,0.338,-6%,0.201,-10%,3,3,0,-3%,-1%,0%,8.3,8.5,8.5,1.8,15.2,7.8,1.7,0.0,0.0
Sam Hilliard,,OF,4500,COL,SF,6.48,Webb,,1%,R,L,0.393,4%,0.371,14%,8,x,-1,10%,1%,0%,6.2,6.2,6.2,-1.3,13.6,8.5,1.9,0.0,0.0
Lourdes Gurriel Jr.,,OF,4500,TOR,@ATL,4.29,Newcomb,0.310,-3%,L,R,,2%,,7%,4,,-1,0%,0%,0%,6.1,6.1,6.1,1.4,10.9,5.0,1.1,0.0,0.0
Ryan Braun,,OF,4500,MIL,@CWS,4.03,Keuchel,0.310,-3%,L,R,0.381,8%,0.270,20%,x,x,-,0%,0%,0%,4.7,4.7,4.7,0.2,9.2,0.0,0.0,0.0,0.0
Mauricio Dubon,,2B/SS,4500,SF,@COL,5.02,Gray,0.309,-3%,R,R,0.303,-2%,0.118,-7%,x,x,-,0%,0%,0%,4.9,4.9,4.9,-0.2,9.9,0.0,0.0,0.0,0.0
Dom Nunez,,C,4500,COL,SF,6.48,Webb,,1%,R,L,0.277,1%,0.243,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shohei Ohtani,,1B/OF,4500,LAA,@SEA,4.62,Gonzales,0.331,0%,L,L,0.314,-10%,0.149,-27%,,x,,0%,0%,0%,-1.0,-1.0,-1.0,-6.2,4.3,0.0,0.0,0.0,0.0
Jesus Aguilar,,1B,4500,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.348,-1%,0.230,4%,,2,,14%,3%,0%,13.3,13.3,13.3,3.6,22.9,9.7,2.2,0.0,0.0
Gio Urshela,,3B,4500,NYY,PHI,3.80,Nola,0.274,-11%,R,R,0.359,2%,0.191,-1%,,7,,-1%,4%,4%,11.0,11.0,11.0,2.7,19.3,6.9,1.5,0.0,0.0
DJ LeMahieu,,2B,4500,NYY,PHI,3.80,Nola,0.274,-11%,R,R,0.325,-10%,0.148,-15%,,1,,-1%,3%,4%,10.5,10.5,10.5,1.1,19.9,7.0,1.6,0.0,0.0
Aaron Hicks,,OF,4500,NYY,PHI,3.80,Nola,0.293,-7%,R,S,0.360,7%,0.221,10%,,5,,0%,4%,5%,6.4,6.4,6.4,0.4,12.3,8.2,1.8,0.0,0.0
Travis d'Arnaud,,C,4400,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.333,5%,0.199,14%,4,,2,1%,0%,1%,13.5,13.5,13.5,1.6,25.4,7.5,1.7,0.0,0.0
Joey Votto,,1B,4400,CIN,@CLE,3.74,Clevinger,0.305,-4%,R,L,0.365,1%,0.167,6%,3,,-1,3%,0%,-1%,10.0,10.0,10.0,2.2,17.8,8.0,1.8,0.0,0.0
Marcell Ozuna,,OF,4400,ATL,TOR,4.71,Ryu,0.283,-9%,L,R,0.359,7%,0.222,16%,3,,1,1%,0%,0%,9.0,9.1,9.1,1.5,16.7,8.9,2.0,0.0,0.0
Mark Canha,,OF,4400,OAK,TEX,4.49,Gibson,0.319,-1%,R,R,0.360,2%,0.192,-11%,,5,,-2%,-3%,0%,9.0,9.0,9.0,3.9,14.1,7.5,1.7,0.0,0.0
Avisail Garcia,,OF,4400,MIL,@CWS,4.03,Keuchel,0.310,-3%,L,R,0.352,6%,0.171,-6%,3,4,2,-3%,0%,-2%,7.3,7.3,7.3,2.1,12.4,8.2,1.9,0.0,0.0
Vladimir Guerrero Jr.,,1B/3B,4400,TOR,@ATL,4.29,Newcomb,0.310,-3%,L,R,0.281,-3%,0.131,-1%,5,,-1,2%,0%,1%,6.1,6.1,6.1,-0.5,12.7,8.1,1.8,0.0,0.0
Brandon Belt,,1B,4400,SF,@COL,5.02,Gray,0.326,0%,R,L,0.336,2%,0.189,9%,4,,0,29%,1%,0%,5.0,5.0,5.0,2.6,7.4,10.3,2.3,0.0,0.0
Eugenio Suarez,,3B,4400,CIN,@CLE,3.74,Clevinger,0.253,-15%,R,R,0.365,-4%,0.269,1%,4,,0,-3%,0%,-2%,4.7,4.5,4.5,-0.7,9.6,6.5,1.5,0.0,0.0
Brendan Rodgers,,2B/SS,4400,COL,SF,6.48,Webb,,-1%,R,R,0.241,-4%,0.038,-11%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Rojas,,SS,4400,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,0.291,-1%,0.091,-7%,,x,,0%,0%,0%,20.7,20.7,20.7,6.3,35.0,0.0,0.0,0.0,0.0
Renato Nunez,,1B/3B,4400,BAL,MIA,4.10,TBA,,%,,R,,%,,%,,3,,4%,3%,0%,9.7,9.7,9.7,1.9,17.4,8.4,1.9,0.0,0.0
Pedro Severino,,C,4400,BAL,MIA,4.10,TBA,,%,,R,,%,,%,,7,,3%,2%,0%,6.5,6.5,6.5,-0.8,13.8,6.5,1.5,0.0,0.0
Dwight Smith Jr.,,OF,4400,BAL,MIA,4.10,TBA,,%,,L,,%,,%,,4,,2%,2%,0%,8.3,8.3,8.3,-0.2,16.7,7.7,1.8,0.0,0.0
Harold Ramirez,,OF,4400,MIA,@BAL,4.40,Wojciechowski,0.327,2%,R,R,,-2%,,-2%,,x,,0%,0%,0%,3.5,3.5,3.5,-1.4,8.4,0.0,0.0,0.0,0.0
Luis Robert,,OF,4300,CWS,MIL,4.47,Houser,0.279,-8%,R,R,,-2%,,-2%,1,1,3,-2%,0%,-2%,11.8,11.5,11.5,2.6,20.3,8.4,2.0,0.0,0.0
Trent Grisham,,OF,4300,SD,LAD,3.75,Stripling,0.277,-10%,R,L,0.319,1%,0.177,2%,2,2,1,-3%,-1%,0%,12.3,11.3,11.3,3.0,19.5,7.4,1.7,0.0,0.0
Yoan Moncada,,3B,4300,CWS,MIL,4.47,Houser,0.334,-1%,R,S,0.356,5%,0.216,13%,2,2,0,-3%,0%,-2%,9.6,9.6,9.6,0.6,18.6,8.8,2.0,0.0,0.0
Carlos Correa,,SS,4300,HOU,@ARI,5.11,Ray,0.320,-1%,L,R,0.369,6%,0.171,-16%,5,5,1,0%,0%,0%,9.6,9.6,9.6,1.0,18.2,9.4,2.2,0.0,0.0
Shed Long Jr.,,2B,4300,SEA,LAA,4.38,Teheran,0.324,0%,R,L,0.307,0%,0.172,1%,,2,,-5%,2%,0%,7.9,6.8,6.8,-0.3,14.0,7.0,1.6,0.0,0.0
Edwin Encarnacion,,1B,4300,CWS,MIL,4.47,Houser,0.279,-8%,R,R,0.351,-2%,0.256,2%,x,x,-,0%,0%,0%,4.6,4.6,4.6,-0.8,10.0,0.0,0.0,0.0,0.0
Reese McGuire,,C,4300,TOR,@ATL,4.29,Newcomb,0.314,-4%,L,L,0.285,-7%,0.207,-15%,x,x,-,0%,0%,0%,8.5,8.5,8.5,0.7,16.3,0.0,0.0,0.0,0.0
Hunter Pence,,OF,4300,SF,@COL,5.02,Gray,0.309,-3%,R,R,0.317,-3%,0.160,-10%,x,x,-,0%,0%,0%,1.8,1.8,1.8,-2.5,6.0,0.0,0.0,0.0,0.0
Anthony Santander,,OF,4300,BAL,MIA,4.10,TBA,,%,,S,,%,,%,,2,,3%,3%,0%,8.0,8.0,8.0,-0.5,16.5,8.0,1.9,0.0,0.0
Michael Brantley,,OF,4200,HOU,@ARI,5.11,Ray,0.267,-12%,L,L,0.309,-13%,0.096,-42%,x,x,-,0%,0%,0%,12.5,12.5,12.5,6.1,18.9,0.0,0.0,0.0,0.0
Mike Moustakas,,2B/3B,4200,CIN,@CLE,3.74,Clevinger,0.305,-4%,R,L,0.340,1%,0.246,7%,x,x,-,0%,0%,0%,7.6,7.6,7.6,-3.8,18.9,0.0,0.0,0.0,0.0
Christian Walker,,1B,4200,ARI,HOU,4.39,McCullers,0.325,0%,R,R,0.342,0%,0.224,-1%,4,4,0,0%,0%,0%,7.1,7.1,7.1,2.9,11.3,7.9,1.9,0.0,0.0
Todd Frazier,,1B/3B,4200,TEX,@OAK,3.51,Manaea,0.312,-3%,L,R,0.334,3%,0.246,16%,4,5,1,-5%,-3%,0%,7.0,7.0,7.0,-1.5,15.5,7.1,1.7,0.0,0.0
Elvis Andrus,,SS,4200,TEX,@OAK,3.51,Manaea,0.312,-3%,L,R,0.336,8%,0.161,24%,2,1,1,-2%,-2%,0%,4.9,4.9,4.9,-0.4,10.2,7.7,1.8,0.0,0.0
Nick Solak,,2B/OF,4200,TEX,@OAK,3.51,Manaea,0.312,-3%,L,R,0.435,5%,0.340,15%,6,2,-3,-4%,-3%,0%,5.1,5.1,5.1,-0.2,10.5,7.1,1.7,0.0,0.0
Garrett Hampson,,2B/OF,4200,COL,SF,6.48,Webb,,-1%,R,R,0.292,-3%,0.118,-11%,x,x,-,0%,0%,0%,7.0,7.0,7.0,5.0,9.0,0.0,0.0,0.0,0.0
David Peralta,,OF,4200,ARI,HOU,4.39,McCullers,0.279,-10%,R,L,0.379,9%,0.233,19%,6,6,0,3%,0%,0%,4.4,4.0,4.0,-0.5,8.5,7.2,1.7,0.0,0.0
Raimel Tapia,,OF,4200,COL,SF,6.48,Webb,,1%,R,L,0.313,3%,0.160,8%,7,x,1,10%,1%,0%,3.5,3.5,3.5,-2.2,9.2,8.2,2.0,0.0,0.0
Roberto Perez,,C,4200,CLE,CIN,4.76,Antone,,-1%,R,R,0.276,-8%,0.167,-8%,x,x,-,0%,0%,0%,2.3,2.3,2.3,-1.7,6.4,0.0,0.0,0.0,0.0
Hanser Alberto,,2B,4200,BAL,MIA,4.10,TBA,,%,,R,,%,,%,,1,,1%,2%,0%,10.9,10.9,10.9,1.0,20.8,7.7,1.8,0.0,0.0
Chris Davis,,1B,4200,BAL,MIA,4.10,TBA,,%,,L,,%,,%,,6,,3%,3%,0%,2.2,2.2,2.2,-0.7,5.1,6.4,1.5,0.0,0.0
Andrew McCutchen,,OF,4200,PHI,@NYY,3.70,Loaisiga,0.337,0%,R,R,0.347,-4%,0.178,-11%,x,1,,-3%,3%,4%,1.0,1.0,1.0,-0.7,2.7,0.0,0.0,0.0,0.0
Teoscar Hernandez,,OF,4100,TOR,@ATL,4.29,Newcomb,0.310,-3%,L,R,0.332,2%,0.244,4%,3,,0,1%,0%,0%,12.5,12.5,12.5,0.7,24.3,8.8,2.1,0.0,0.0
Max Kepler,,OF,4100,MIN,@PIT,5.37,Williams,0.332,2%,R,L,0.332,5%,0.234,15%,1,,1,0%,1%,0%,10.4,10.4,10.4,0.6,20.2,10.3,2.5,0.0,0.0
Eloy Jimenez,,OF,4100,CWS,MIL,4.47,Houser,0.279,-8%,R,R,0.349,1%,0.264,5%,5,5,1,-1%,0%,-2%,11.3,11.3,11.3,0.0,22.5,7.7,1.9,0.0,0.0
Kyle Seager,,3B,4100,SEA,LAA,4.38,Teheran,0.324,0%,R,L,0.289,-7%,0.193,-4%,,4,,-4%,2%,0%,9.5,9.9,9.9,4.0,15.8,6.9,1.7,0.0,0.0
Yuli Gurriel,,1B,4100,HOU,@ARI,5.11,Ray,0.320,-1%,L,R,0.330,-2%,0.184,0%,4,4,1,0%,0%,0%,7.8,7.8,7.8,2.5,13.1,8.2,2.0,0.0,0.0
