Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Luis Guillorme,,2B/SS,2900,NYM,@ATL,4.14,Soroka,0.314,-4%,R,L,0.278,-1%,0.080,-9%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gordon Beckham,,2B,2900,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.279,-1%,0.162,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Garlick,,OF,2900,PHI,@NYY,3.36,Cole,0.279,-10%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Engel,,OF,2800,CWS,@MIL,4.68,Anderson,0.333,2%,L,R,0.293,4%,0.129,9%,8,,0,2%,-2%,0%,8.0,8.0,8.0,1.2,14.8,6.6,2.4,0.0,0.0
Nick Madrigal,,2B,2800,CWS,@MIL,4.68,Anderson,0.333,2%,L,R,,2%,,7%,9,,0,1%,-2%,0%,6.0,6.0,6.0,-4.4,16.4,6.9,2.5,0.0,0.0
William Contreras,,C,2800,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,4.5,4.5,4.5,-1.9,10.9,0.0,0.0,0.0,0.0
Austin Nola,,1B/C,2800,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.321,-2%,0.138,-10%,5,,0,-3%,2%,0%,3.8,3.8,3.8,1.2,6.5,5.7,2.0,0.0,0.0
Orlando Arcia,,SS,2800,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,0.291,7%,0.104,2%,8,,1,0%,-2%,0%,5.8,5.8,5.8,1.5,10.0,5.3,1.9,0.0,0.0
Dee Gordon,,2B/OF,2800,SEA,OAK,3.84,Montas,0.347,4%,R,L,0.279,0%,0.094,28%,x,x,-,0%,0%,0%,3.4,3.4,3.4,0.0,6.8,0.0,0.0,0.0,0.0
Ryan Cordell,,OF,2800,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.269,-3%,0.145,-3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rene Rivera,,C,2800,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,0.346,0%,0.242,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Gonzalez,,OF/SS,2800,PIT,@MIN,3.94,Thorpe,,2%,L,R,0.275,0%,0.082,-4%,9,,0,4%,0%,-2%,1.0,1.0,1.0,-0.7,2.7,5.2,1.9,0.0,0.0
Webster Rivas,,C,2800,SD,LAD,3.80,Buehler,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Mateo,,SS,2800,SD,LAD,3.80,Buehler,0.271,-11%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter O'Brien,,OF,2800,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,0.335,0%,0.210,0%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Higashioka,,C,2800,NYY,PHI,5.64,Arrieta,0.281,-9%,R,R,0.249,-5%,0.159,-4%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estevan Florial,,OF,2800,NYY,PHI,5.64,Arrieta,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Adam Haseley,,OF,2700,PHI,@NYY,3.36,Cole,0.289,-8%,R,L,0.330,3%,0.159,3%,9,,-8,-2%,3%,0%,22.0,22.0,22.0,22.0,22.0,6.0,2.2,0.0,0.0
Steven Souza Jr.,,OF,2700,CHC,KC,4.36,Duffy,0.331,2%,L,R,0.322,4%,0.159,9%,x,x,-,0%,0%,0%,7.3,7.3,7.3,4.1,10.5,0.0,0.0,0.0,0.0
Mike Tauchman,,OF,2700,NYY,PHI,5.64,Arrieta,0.339,3%,R,L,0.329,0%,0.229,10%,x,x,-,0%,0%,0%,7.0,7.0,7.0,-5.1,19.1,0.0,0.0,0.0,0.0
Edward Olivares,,OF,2700,SD,LAD,3.80,Buehler,0.271,-11%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,5.2,5.2,5.2,0.0,10.4,0.0,0.0,0.0,0.0
Alex Jackson,,C,2700,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,2.7,2.7,2.7,-2.0,7.3,0.0,0.0,0.0,0.0
Luke Maile,,C,2700,PIT,@MIN,3.94,Thorpe,,2%,L,R,0.258,0%,0.147,13%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ji-Hwan Bae,,2B/SS,2700,PIT,@MIN,3.94,Thorpe,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodolfo Castro,,2B/SS,2700,PIT,@MIN,3.94,Thorpe,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Kelley,,C,2700,PIT,@MIN,3.94,Thorpe,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mason Martin,,1B/OF,2700,PIT,@MIN,3.94,Thorpe,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oneil Cruz,,SS,2700,PIT,@MIN,3.94,Thorpe,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Freitas,,1B,2700,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,0.216,-1%,0.093,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scott Schebler,,OF,2700,ATL,NYM,3.86,deGrom,0.274,-11%,R,L,0.311,-1%,0.170,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonah Heim,,C,2700,OAK,@SEA,5.16,Sheffield,,2%,L,S,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Perez,,C,2700,OAK,@SEA,5.16,Sheffield,,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nate Orf,,2B/OF,2700,OAK,@SEA,5.16,Sheffield,,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric Campbell,,1B/3B,2700,OAK,@SEA,5.16,Sheffield,,2%,L,R,0.247,0%,0.000,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Fraley,,OF,2700,SEA,OAK,3.84,Montas,0.347,4%,R,L,0.180,-1%,0.065,-1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Logan Forsythe,,2B/OF,2700,PHI,@NYY,3.36,Cole,0.279,-10%,R,R,0.303,0%,0.095,-15%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mikie Mahtook,,OF,2700,PHI,@NYY,3.36,Cole,0.279,-10%,R,R,0.267,-3%,0.165,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Cave,,OF,2600,MIN,PIT,5.56,Holland,0.254,-15%,L,L,0.298,-7%,0.204,-13%,7,,-1,1%,0%,-2%,9.5,9.5,9.5,0.5,18.5,5.4,2.1,0.0,0.0
Edwin Rios,,1B/3B,2600,LAD,@SD,4.20,Paddack,0.280,-10%,R,L,0.424,4%,0.375,12%,x,x,-,0%,0%,0%,13.0,13.0,13.0,7.8,18.2,0.0,0.0,0.0,0.0
Phillip Evans,,3B,2600,PIT,@MIN,3.94,Thorpe,,2%,L,R,,2%,,7%,6,,-1,4%,0%,-1%,6.3,6.3,6.3,1.4,11.3,7.0,2.7,0.0,0.0
Ehire Adrianza,,2B/3B,2600,MIN,PIT,5.56,Holland,0.377,12%,L,S,0.328,4%,0.133,1%,9,,0,1%,0%,-2%,5.0,5.0,5.0,5.0,5.0,7.3,2.8,0.0,0.0
Ryan Goins,,3B/OF,2600,CWS,@MIL,4.68,Anderson,0.315,-2%,L,L,0.282,-3%,0.089,-14%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Susac,,C,2600,PIT,@MIN,3.94,Thorpe,,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Taylor Trammell,,OF,2600,SD,LAD,3.80,Buehler,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Owen Miller,,SS,2600,SD,LAD,3.80,Buehler,0.271,-11%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tucupita Marcano,,3B/SS,2600,SD,LAD,3.80,Buehler,0.259,-14%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gabriel Arias,,SS,2600,SD,LAD,3.80,Buehler,0.271,-11%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Wisdom,,1B/3B,2600,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.321,-1%,0.234,1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vimael Machin,,2B,2600,OAK,@SEA,5.16,Sheffield,,-4%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braden Bishop,,OF,2600,SEA,OAK,3.84,Montas,0.299,-4%,R,R,0.143,-5%,0.000,-9%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rosell Herrera,,2B/OF,2600,NYY,PHI,5.64,Arrieta,0.339,3%,R,S,0.290,4%,0.096,-3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Martini,,OF,2600,PHI,@NYY,3.36,Cole,0.289,-8%,R,L,0.356,5%,0.123,-4%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Duffy,,3B/SS,2600,NYY,PHI,5.64,Arrieta,0.281,-9%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Cronenworth,,1B,2500,SD,LAD,3.80,Buehler,0.259,-14%,R,L,,2%,,3%,5,,3,-1%,0%,1%,8.3,8.3,8.3,2.6,14.0,4.6,1.8,0.0,0.0
Matt Beaty,,1B/3B,2500,LAD,@SD,4.20,Paddack,0.280,-10%,R,L,0.348,5%,0.217,10%,8,,1,-5%,0%,2%,7.0,7.0,7.0,-2.9,16.9,5.3,2.1,0.0,0.0
MJ Melendez,,C,2500,KC,@CHC,3.64,Mills,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Phil Gosselin,,3B/OF,2400,PHI,@NYY,3.36,Cole,0.279,-10%,R,R,0.165,-7%,0.053,-9%,x,x,-,0%,0%,0%,21.0,21.0,21.0,1.2,40.8,0.0,0.0,0.0,0.0
Ryan McBroom,,1B/OF,2400,KC,@CHC,3.64,Mills,0.239,-9%,R,R,0.313,-2%,0.040,-10%,x,x,-,0%,0%,0%,6.0,6.0,6.0,-1.2,13.2,0.0,0.0,0.0,0.0
Nicky Lopez,,2B/SS,2400,KC,@CHC,3.64,Mills,,-3%,R,L,0.251,-4%,0.088,-7%,x,x,-,0%,0%,0%,3.2,3.2,3.2,0.2,6.1,0.0,0.0,0.0,0.0
Albert Almora Jr.,,OF,2400,CHC,KC,4.36,Duffy,0.331,2%,L,R,0.318,4%,0.125,0%,x,x,-,0%,0%,0%,2.3,2.3,2.3,0.3,4.4,0.0,0.0,0.0,0.0
Mark Mathias,,OF,2400,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Corey Ray,,OF,2400,MIL,CWS,4.82,Rodon,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keon Broxton,,OF,2400,MIL,CWS,4.82,Rodon,0.310,-3%,L,R,0.322,7%,0.181,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kelvin Gutierrez,,3B,2400,KC,@CHC,3.64,Mills,0.239,-9%,R,R,0.228,-4%,0.040,-10%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David Rodriguez,,C,2400,NYM,@ATL,4.14,Soroka,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Patrick Mazeika,,C,2400,NYM,@ATL,4.14,Soroka,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ali Sanchez,,C,2400,NYM,@ATL,4.14,Soroka,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jake Hager,,1B/2B,2400,NYM,@ATL,4.14,Soroka,0.251,-15%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brian O'Keefe,,C,2400,SEA,OAK,3.84,Montas,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sam Haggerty,,2B,2400,SEA,OAK,3.84,Montas,0.347,4%,R,S,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Donovan Walton,,SS,2400,SEA,OAK,3.84,Montas,0.347,4%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chris Iannetta,,C,2400,NYY,PHI,5.64,Arrieta,0.281,-9%,R,R,0.318,-3%,0.201,9%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brett Phillips,,OF,2300,KC,@CHC,3.64,Mills,,-3%,R,L,0.250,-3%,0.145,2%,9,,0,1%,-1%,-8%,7.4,7.4,7.4,-3.3,18.1,4.8,2.1,0.0,0.0
Jose Marmolejos,,OF,2300,SEA,OAK,3.84,Montas,0.347,4%,R,L,,2%,,3%,8,,-2,-5%,2%,0%,4.0,4.0,4.0,-3.0,11.0,5.7,2.5,0.0,0.0
Nicky Delmonico,,OF,2300,CWS,@MIL,4.68,Anderson,0.315,-2%,L,L,0.312,-4%,0.165,-12%,x,x,-,0%,0%,0%,3.2,3.2,3.2,0.2,6.1,0.0,0.0,0.0,0.0
Danny Mendick,,3B/SS,2300,CWS,@MIL,4.68,Anderson,0.333,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,3.0,3.0,3.0,-0.6,6.6,0.0,0.0,0.0,0.0
Joe Hudson,,C,2300,SEA,OAK,3.84,Montas,0.299,-4%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,1.7,1.7,1.7,-1.2,4.6,0.0,0.0,0.0,0.0
Willians Astudillo,,3B/C,2300,MIN,PIT,5.56,Holland,0.377,12%,L,R,0.299,1%,0.113,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Vaughn,,1B,2300,CWS,@MIL,4.68,Anderson,0.333,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Romine,,2B/OF,2300,CWS,@MIL,4.68,Anderson,0.333,2%,L,S,0.263,-1%,0.054,-12%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luis Gonzalez,,OF,2300,CWS,@MIL,4.68,Anderson,0.315,-2%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yermin Mercedes,,C,2300,CWS,@MIL,4.68,Anderson,0.333,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seby Zavala,,C,2300,CWS,@MIL,4.68,Anderson,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Dini,,C,2300,KC,@CHC,3.64,Mills,0.239,-9%,R,R,0.241,-3%,0.143,-3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sebastian Rivero,,C,2300,KC,@CHC,3.64,Mills,0.239,-9%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Heath,,OF,2300,KC,@CHC,3.64,Mills,,-3%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeison Guzman,,SS,2300,KC,@CHC,3.64,Mills,,-3%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Pratto,,1B,2300,KC,@CHC,3.64,Mills,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bobby Witt Jr.,,SS,2300,KC,@CHC,3.64,Mills,0.239,-9%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matt Reynolds,,2B/3B,2300,KC,@CHC,3.64,Mills,0.239,-9%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Isbel,,OF,2300,KC,@CHC,3.64,Mills,,-3%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cam Gallagher,,C,2300,KC,@CHC,3.64,Mills,0.239,-9%,R,R,0.292,-2%,0.112,-9%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Humberto Arteaga,,2B/SS,2300,KC,@CHC,3.64,Mills,0.239,-9%,R,R,0.204,-7%,0.035,-16%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brennen Davis,,OF,2300,CHC,KC,4.36,Duffy,0.331,2%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Lobaton,,C,2300,CHC,KC,4.36,Duffy,0.331,2%,L,S,0.176,-4%,0.057,-4%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jarrett Parker,,OF,2300,NYM,@ATL,4.14,Soroka,0.314,-4%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrew Knapp,,C,2300,PHI,@NYY,3.36,Cole,0.289,-8%,R,S,0.270,-2%,0.123,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bubba Starling,,OF,2200,KC,@CHC,3.64,Mills,0.239,-9%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,2.4,2.4,2.4,0.1,4.7,0.0,0.0,0.0,0.0
Austin Barnes,,C,2200,LAD,@SD,4.20,Paddack,0.255,-14%,R,R,0.265,-7%,0.106,-15%,x,x,-,0%,0%,0%,2.4,2.4,2.4,-0.1,4.9,0.0,0.0,0.0,0.0
Oscar Hernandez,,C,2200,KC,@CHC,3.64,Mills,0.239,-9%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0
Aaron Whitefield,,OF,2200,MIN,PIT,5.56,Holland,0.377,12%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wilfredo Tovar,,SS,2200,MIN,PIT,5.56,Holland,0.377,12%,L,R,0.266,1%,0.070,1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Travis Blankenhorn,,2B,2200,MIN,PIT,5.56,Holland,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lane Adams,,OF,2200,MIN,PIT,5.56,Holland,0.377,12%,L,R,0.215,-1%,0.000,-3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brent Rooker,,OF,2200,MIN,PIT,5.56,Holland,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nick Gordon,,2B,2200,MIN,PIT,5.56,Holland,0.254,-15%,L,L,,-6%,,-17%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zander Wiel,,1B,2200,MIN,PIT,5.56,Holland,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Maggi,,2B/3B,2200,MIN,PIT,5.56,Holland,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tomas Telis,,1B,2200,MIN,PIT,5.56,Holland,0.377,12%,L,S,0.139,-2%,0.065,2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jack Reinheimer,,3B,2200,MIN,PIT,5.56,Holland,0.377,12%,L,R,,2%,,7%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juan Graterol,,C,2200,MIN,PIT,5.56,Holland,0.377,12%,L,R,0.170,-1%,0.030,1%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Meibrys Viloria,,C,2200,KC,@CHC,3.64,Mills,,-3%,R,L,0.270,-1%,0.096,-6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erick Mejia,,3B/OF,2200,KC,@CHC,3.64,Mills,,-3%,R,S,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Descalso,,2B,2200,CHC,KC,4.36,Duffy,0.260,-13%,L,L,0.305,-3%,0.169,-5%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P.J. Higgins,,C,2200,CHC,KC,4.36,Duffy,,%,L,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Drew Waters,,OF,2200,ATL,NYM,3.86,deGrom,0.274,-11%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kyle Holder,,SS,2200,NYY,PHI,5.64,Arrieta,0.339,3%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonathan Morales,,C,2100,ATL,NYM,3.86,deGrom,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pete Kozma,,SS,2100,ATL,NYM,3.86,deGrom,0.241,-18%,R,R,0.274,-3%,0.140,-4%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Braden Shewmake,,SS,2100,ATL,NYM,3.86,deGrom,0.274,-11%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Thole,,C,2100,NYY,PHI,5.64,Arrieta,0.339,3%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zack Granite,,OF,2100,NYY,PHI,5.64,Arrieta,0.339,3%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Erik Kratz,,C,2100,NYY,PHI,5.64,Arrieta,0.281,-9%,R,R,0.252,-6%,0.097,-14%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronald Torreyes,,SS,2100,PHI,@NYY,3.36,Cole,0.279,-10%,R,R,0.283,-2%,0.060,-10%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cody Thomas,,OF,2000,LAD,@SD,4.20,Paddack,0.280,-10%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Keibert Ruiz,,C,2000,LAD,@SD,4.20,Paddack,0.280,-10%,R,S,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Garcia,,OF,2000,LAD,@SD,4.20,Paddack,,%,R,,,%,,%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zach McKinstry,,SS,2000,LAD,@SD,4.20,Paddack,0.280,-10%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DJ Peters,,OF,2000,LAD,@SD,4.20,Paddack,0.255,-14%,R,R,,-2%,,-2%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luke Raley,,OF,2000,LAD,@SD,4.20,Paddack,0.280,-10%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
