Player Name,Likes,Pos,Salary,Team,Opp,RS,Pitcher Name,Pitcher wOBA,Pitcher wOBA Diff,Pitcher Handedness,Hitter Handedness,Hitter wOBA,Hitter wOBA Diff,Hitter ISO,Hitter ISO Diff,Batting Order (Confirmed),Batting Order (Projected),Batting Order Diff,Park Factor,Temperature Factor,Wind Factor,L10 FP,L80 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Omar Narvaez,,C,5100,MIL,CWS,4.25,Giolito,0.307,-4%,R,L,0.356,3%,0.188,15%,7,6,-1,0%,-2%,0%,5.8,5.8,5.8,-0.9,12.4,6.3,1.2,0.0,0.0
Dansby Swanson,,SS,5000,ATL,TOR,4.86,Shoemaker,0.310,-4%,R,R,0.308,0%,0.166,1%,2,6,3,1%,1%,1%,11.8,11.0,11.0,1.0,21.0,7.8,1.6,0.0,0.0
Tommy Pham,,OF,5000,SD,LAD,3.81,May,,-1%,R,R,0.338,-5%,0.192,1%,,4,,-3%,0%,0%,9.0,10.1,10.1,0.2,20.0,7.8,1.6,0.0,0.0
Alex Bregman,,3B,5000,HOU,@ARI,5.06,Bumgarner,0.311,-3%,L,R,0.419,4%,0.284,8%,,3,,0%,0%,0%,9.1,9.1,9.1,2.0,16.2,10.2,2.0,0.0,0.0
Starling Marte,,OF,5000,ARI,HOU,4.44,Javier,,-1%,R,R,0.355,6%,0.192,7%,3,3,0,0%,0%,0%,7.4,7.4,7.4,2.8,12.1,9.2,1.8,0.0,0.0
Ozzie Albies,,2B,5000,ATL,TOR,4.86,Shoemaker,0.305,-4%,R,S,0.313,-8%,0.179,-9%,7,2,-5,0%,1%,1%,6.0,6.0,6.0,-4.1,16.1,7.1,1.4,0.0,0.0
Donovan Solano,,2B/3B,4900,SF,@COL,4.96,Marquez,0.300,-5%,R,R,0.328,-2%,0.130,-5%,x,x,-,0%,0%,0%,12.5,12.5,12.5,5.1,19.9,0.0,0.0,0.0,0.0
Javier Baez,,SS,4900,CHC,KC,4.45,Singer,,-1%,R,R,0.349,-3%,0.250,0%,3,3,0,1%,-1%,-10%,8.4,8.4,8.4,-3.0,19.8,7.8,1.6,0.0,0.0
Yasmani Grandal,,C,4900,CWS,@MIL,3.75,Woodruff,0.328,-1%,R,S,0.355,1%,0.220,4%,4,4,0,2%,-2%,0%,7.5,7.5,7.5,0.3,14.7,8.1,1.7,0.0,0.0
Cody Bellinger,,OF,4900,LAD,@SD,4.19,Lamet,0.346,3%,R,L,0.396,4%,0.284,5%,,3,,-5%,-1%,0%,6.8,6.8,6.8,1.8,11.8,10.4,2.1,0.0,0.0
Matt Olson,,1B,4900,OAK,TEX,4.11,Lynn,0.338,3%,R,L,0.370,6%,0.267,11%,,3,,-6%,-3%,0%,6.2,6.2,6.2,-1.9,14.3,8.5,1.7,0.0,0.0
Juan Soto,,OF,4900,WAS,NYM,4.70,Matz,0.321,-1%,L,L,0.359,-8%,0.199,-19%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joey Gallo,,OF,4800,TEX,@OAK,3.39,Luzardo,,-4%,L,L,0.377,2%,0.323,2%,,4,,-11%,-3%,0%,12.8,12.8,12.8,4.0,21.5,8.2,1.7,0.0,0.0
Alex Dickerson,,OF,4800,SF,@COL,4.96,Marquez,0.335,2%,R,L,0.354,4%,0.222,9%,2,2,1,30%,1%,0%,8.6,8.6,8.6,-0.9,18.2,11.8,2.5,0.0,0.0
Wilmer Flores,,1B/2B,4800,SF,@COL,4.96,Marquez,0.300,-5%,R,R,0.338,-3%,0.150,-21%,x,x,-,0%,0%,0%,7.6,7.6,7.6,0.9,14.3,0.0,0.0,0.0,0.0
Justin Turner,,3B,4800,LAD,@SD,4.19,Lamet,0.261,-11%,R,R,0.369,-3%,0.184,-14%,,4,,-3%,0%,0%,7.1,7.6,7.6,1.9,13.4,7.0,1.5,0.0,0.0
Tyler Heineman,,C,4800,SF,@COL,4.96,Marquez,0.335,2%,R,S,,2%,,3%,6,8,1,27%,1%,0%,6.8,6.8,6.8,3.9,9.8,8.6,1.8,0.0,0.0
Trea Turner,,SS,4800,WAS,NYM,4.70,Matz,0.329,1%,L,R,0.327,-3%,0.116,-26%,1,1,0,3%,1%,2%,6.3,6.3,6.3,-0.6,13.2,10.0,2.1,0.0,0.0
Marcell Ozuna,,OF,4700,ATL,TOR,4.86,Shoemaker,0.310,-4%,R,R,0.325,-4%,0.176,-8%,4,4,0,1%,1%,0%,10.2,9.7,9.7,2.1,17.4,8.4,1.8,0.0,0.0
Corey Dickerson,,OF,4700,MIA,@BAL,4.24,Means,0.244,-12%,L,L,0.315,-7%,0.139,-25%,x,3,,13%,2%,0%,9.7,9.7,9.7,0.2,19.2,0.0,0.0,0.0,0.0
Mark Canha,,OF,4700,OAK,TEX,4.11,Lynn,0.278,-10%,R,R,0.360,2%,0.192,-11%,,5,,-2%,-2%,0%,9.1,9.1,9.1,3.7,14.5,6.9,1.5,0.0,0.0
Willson Contreras,,C,4700,CHC,KC,4.45,Singer,,-1%,R,R,0.329,-5%,0.179,-10%,5,5,0,1%,-1%,-9%,7.8,7.8,7.8,0.0,15.6,6.8,1.4,0.0,0.0
Kris Bryant,,3B,4700,CHC,KC,4.45,Singer,,-1%,R,R,0.352,-8%,0.186,-20%,1,1,0,1%,-1%,-9%,7.4,7.4,7.4,0.0,14.8,7.6,1.6,0.0,0.0
Pete Alonso,,1B,4700,NYM,@WAS,3.80,Corbin,0.300,-5%,L,R,0.381,1%,0.347,7%,,2,,13%,2%,4%,6.4,5.8,5.8,0.4,11.3,10.6,2.3,0.0,0.0
Mauricio Dubon,,2B/SS,4700,SF,@COL,4.96,Marquez,0.300,-5%,R,R,0.303,-2%,0.118,-7%,8,x,1,30%,1%,0%,4.8,4.8,4.8,-0.7,10.4,8.0,1.7,0.0,0.0
Corey Seager,,SS,4600,LAD,@SD,4.19,Lamet,0.346,3%,R,L,0.358,4%,0.216,12%,,5,,-5%,0%,0%,11.2,11.2,11.2,6.3,16.1,8.7,1.9,0.0,0.0
Evan Longoria,,3B,4600,SF,@COL,4.96,Marquez,0.300,-5%,R,R,0.297,-3%,0.164,-7%,4,5,1,35%,1%,0%,10.2,10.2,10.2,2.4,18.0,9.9,2.2,0.0,0.0
Ryan McMahon,,1B/2B,4600,COL,SF,6.54,Gausman,0.316,-2%,R,L,0.312,-2%,0.168,-8%,x,x,-,0%,0%,0%,7.6,7.6,7.6,1.7,13.5,0.0,0.0,0.0,0.0
Ryan Braun,,OF,4600,MIL,CWS,4.25,Giolito,0.313,-2%,R,R,0.327,-7%,0.185,-18%,x,x,-,0%,0%,0%,4.7,4.7,4.7,0.2,9.2,0.0,0.0,0.0,0.0
David Peralta,,OF,4600,ARI,HOU,4.44,Javier,,1%,R,L,0.379,9%,0.233,19%,6,6,0,3%,0%,0%,3.8,3.8,3.8,-0.9,8.5,8.1,1.8,0.0,0.0
Jon Berti,,OF,4600,MIA,@BAL,4.24,Means,0.317,-2%,L,R,0.355,3%,0.250,14%,x,2,,5%,1%,0%,1.5,1.5,1.5,-0.6,3.6,0.0,0.0,0.0,0.0
Jorge Alfaro,,C,4600,MIA,@BAL,4.24,Means,0.317,-2%,L,R,0.307,1%,0.162,7%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoan Moncada,,3B,4500,CWS,@MIL,3.75,Woodruff,0.328,-1%,R,S,0.356,5%,0.216,13%,2,2,0,1%,-2%,0%,10.3,10.3,10.3,1.1,19.5,9.3,2.1,0.0,0.0
Manny Machado,,3B,4500,SD,LAD,3.81,May,,-1%,R,R,0.338,-6%,0.201,-10%,,3,,-3%,-1%,0%,9.9,9.3,9.3,2.9,15.7,7.8,1.7,0.0,0.0
Cavan Biggio,,2B/OF,4500,TOR,@ATL,3.64,Fried,0.300,-5%,L,L,0.328,-5%,0.136,-20%,2,2,0,0%,1%,0%,8.1,8.1,8.1,0.1,16.2,7.5,1.7,0.0,0.0
Daniel Murphy,,1B,4500,COL,SF,6.54,Gausman,0.316,-2%,R,L,0.335,-2%,0.179,1%,5,5,0,10%,1%,0%,8.0,8.0,8.0,-0.6,16.6,8.8,2.0,0.0,0.0
Avisail Garcia,,OF,4500,MIL,CWS,4.25,Giolito,0.313,-2%,R,R,0.317,-5%,0.191,5%,4,7,2,1%,-2%,1%,8.0,8.0,8.0,2.7,13.3,7.3,1.6,0.0,0.0
Bo Bichette,,SS,4500,TOR,@ATL,3.64,Fried,0.326,0%,L,R,0.440,5%,0.298,11%,1,1,0,2%,1%,1%,7.5,7.5,7.5,3.3,11.7,9.7,2.2,0.0,0.0
Shohei Ohtani,,1B/OF,4500,LAA,@SEA,5.20,Dunn,,1%,R,L,0.392,6%,0.285,16%,,x,,0%,0%,0%,-1.0,-1.0,-1.0,-6.2,4.3,0.0,0.0,0.0,0.0
Brian Anderson,,3B/OF,4400,MIA,@BAL,4.24,Means,0.317,-2%,L,R,0.317,-3%,0.156,1%,x,5,,9%,2%,0%,11.3,11.3,11.3,1.6,21.0,0.0,0.0,0.0,0.0
Carlos Correa,,SS,4400,HOU,@ARI,5.06,Bumgarner,0.311,-3%,L,R,0.369,6%,0.171,-16%,,6,,0%,0%,0%,7.8,7.8,7.8,1.0,14.6,8.9,2.0,0.0,0.0
Christian Walker,,1B,4400,ARI,HOU,4.44,Javier,,-1%,R,R,0.342,0%,0.224,-1%,4,5,1,0%,0%,0%,7.7,7.7,7.7,3.7,11.7,7.8,1.8,0.0,0.0
Kole Calhoun,,OF,4400,ARI,HOU,4.44,Javier,,1%,R,L,0.313,0%,0.220,15%,2,2,1,2%,0%,0%,5.1,5.1,5.1,-0.8,11.0,8.3,1.9,0.0,0.0
Edwin Encarnacion,,1B,4400,CWS,@MIL,3.75,Woodruff,0.251,-15%,R,R,0.351,-2%,0.256,2%,6,5,-1,3%,-3%,0%,4.9,4.9,4.9,-0.9,10.6,6.7,1.5,0.0,0.0
Jonathan Villar,,2B/OF,4400,MIA,@BAL,4.24,Means,0.317,-2%,L,S,0.326,-1%,0.173,6%,x,1,,7%,1%,0%,2.3,2.3,2.3,-0.2,4.8,0.0,0.0,0.0,0.0
Stephen Vogt,,C,4400,ARI,HOU,4.44,Javier,,1%,R,L,0.344,7%,0.233,14%,x,x,-,0%,0%,0%,2.3,2.3,2.3,-1.7,6.4,0.0,0.0,0.0,0.0
Travis d'Arnaud,,C,4300,ATL,TOR,4.86,Shoemaker,0.310,-4%,R,R,0.285,-5%,0.132,-12%,x,x,-,0%,0%,0%,13.5,13.5,13.5,1.6,25.4,0.0,0.0,0.0,0.0
Trent Grisham,,OF,4300,SD,LAD,3.81,May,,1%,R,L,0.319,1%,0.177,2%,,2,,-3%,0%,0%,12.6,12.1,12.1,3.9,20.2,8.3,1.9,0.0,0.0
Jose Abreu,,1B,4300,CWS,@MIL,3.75,Woodruff,0.251,-15%,R,R,0.321,-9%,0.206,-8%,3,3,0,2%,-2%,1%,9.3,9.3,9.3,1.4,17.2,6.8,1.6,0.0,0.0
Tim Anderson,,SS,4300,CWS,@MIL,3.75,Woodruff,0.251,-15%,R,R,0.320,-3%,0.165,0%,x,x,-,0%,0%,0%,9.0,9.0,9.0,-0.2,18.2,0.0,0.0,0.0,0.0
Michael Conforto,,OF,4300,NYM,@WAS,3.80,Corbin,0.285,-8%,L,L,0.304,-11%,0.178,-17%,,3,,20%,1%,3%,9.0,8.4,8.4,1.6,15.1,9.1,2.1,0.0,0.0
Jeff McNeil,,3B,4300,NYM,@WAS,3.80,Corbin,0.285,-8%,L,L,0.353,-6%,0.152,-18%,,x,,0%,0%,0%,7.8,7.8,7.8,3.8,11.7,0.0,0.0,0.0,0.0
Brandon Belt,,1B,4300,SF,@COL,4.96,Marquez,0.335,2%,R,L,0.336,2%,0.189,9%,3,4,1,29%,1%,0%,5.7,5.7,5.7,3.2,8.2,10.8,2.5,0.0,0.0
Rougned Odor,,2B,4300,TEX,@OAK,3.39,Luzardo,,-4%,L,L,0.297,-1%,0.164,-14%,,3,,-10%,-2%,0%,5.1,5.1,5.1,-0.2,10.4,6.9,1.6,0.0,0.0
Eric Thames,,1B,4300,WAS,NYM,4.70,Matz,0.321,-1%,L,L,0.289,-9%,0.188,-20%,x,x,-,0%,0%,0%,4.2,4.2,4.2,0.8,7.6,0.0,0.0,0.0,0.0
Adam Duvall,,OF,4300,ATL,TOR,4.86,Shoemaker,0.310,-4%,R,R,0.287,-8%,0.189,-13%,x,x,-,0%,0%,0%,11.7,11.7,11.7,7.2,16.2,0.0,0.0,0.0,0.0
Sam Hilliard,,OF,4200,COL,SF,6.54,Gausman,0.316,-2%,R,L,0.393,4%,0.371,14%,7,x,0,10%,1%,0%,6.4,6.4,6.4,-1.9,14.7,8.5,2.0,0.0,0.0
Lourdes Gurriel Jr.,,OF,4200,TOR,@ATL,3.64,Fried,0.326,0%,L,R,,2%,,7%,4,3,-1,0%,0%,0%,6.3,6.3,6.3,1.1,11.5,5.0,1.2,0.0,0.0
Amed Rosario,,SS,4200,NYM,@WAS,3.80,Corbin,0.300,-5%,L,R,0.345,10%,0.184,26%,,x,,0%,0%,0%,6.0,6.0,6.0,0.8,11.2,0.0,0.0,0.0,0.0
Eric Sogard,,2B/SS,4200,MIL,CWS,4.25,Giolito,0.307,-4%,R,L,0.302,-3%,0.119,-12%,1,1,0,-1%,-1%,1%,5.0,5.0,5.0,-0.5,10.5,6.4,1.5,0.0,0.0
Garrett Cooper,,1B/OF,4200,MIA,@BAL,4.24,Means,0.317,-2%,L,R,0.296,-2%,0.156,4%,,x,,0%,0%,0%,5.0,5.0,5.0,2.2,7.8,0.0,0.0,0.0,0.0
Sean Murphy,,C,4200,OAK,TEX,4.11,Lynn,0.278,-10%,R,R,0.394,0%,0.429,7%,,8,,-2%,-2%,0%,4.9,4.9,4.9,-0.5,10.2,4.8,1.1,0.0,0.0
Vladimir Guerrero Jr.,,1B/3B,4200,TOR,@ATL,3.64,Fried,0.326,0%,L,R,0.281,-3%,0.131,-1%,5,4,-1,2%,1%,1%,5.0,5.0,5.0,-1.3,11.3,8.2,2.0,0.0,0.0
Austin Riley,,3B/OF,4200,ATL,TOR,4.86,Shoemaker,0.310,-4%,R,R,0.283,-5%,0.201,-5%,6,x,2,1%,1%,0%,4.0,4.0,4.0,-1.4,9.4,7.1,1.7,0.0,0.0
Austin Hays,,OF,4200,BAL,MIA,4.76,Lopez,0.292,-6%,R,R,0.523,4%,0.395,8%,,1,,3%,2%,0%,3.8,3.8,3.8,-0.6,8.1,8.3,2.0,0.0,0.0
Hunter Pence,,OF,4200,SF,@COL,4.96,Marquez,0.300,-5%,R,R,0.317,-3%,0.160,-10%,x,x,-,0%,0%,0%,1.8,1.8,1.8,-2.5,6.0,0.0,0.0,0.0,0.0
Luis Robert,,OF,4100,CWS,@MIL,3.75,Woodruff,0.251,-15%,R,R,,-2%,,-2%,1,1,3,3%,-2%,0%,11.3,11.3,11.3,2.0,20.6,8.3,2.0,0.0,0.0
Kyle Seager,,3B,4100,SEA,LAA,3.80,Heaney,0.296,-5%,L,L,0.328,6%,0.207,3%,,4,,-4%,2%,0%,10.2,10.2,10.2,4.0,16.4,7.3,1.8,0.0,0.0
Eloy Jimenez,,OF,4100,CWS,@MIL,3.75,Woodruff,0.251,-15%,R,R,0.349,1%,0.264,5%,5,6,1,3%,-3%,1%,9.7,9.7,9.7,-1.5,20.9,7.4,1.8,0.0,0.0
Anthony Santander,,OF,4100,BAL,MIA,4.76,Lopez,0.341,2%,R,S,0.295,-1%,0.184,-1%,,2,,3%,2%,0%,8.4,8.4,8.4,-0.6,17.4,8.3,2.0,0.0,0.0
Lorenzo Cain,,OF,4100,MIL,CWS,4.25,Giolito,0.313,-2%,R,R,0.317,-6%,0.094,-26%,x,x,-,0%,0%,0%,7.6,7.6,7.6,0.1,15.1,0.0,0.0,0.0,0.0
Shed Long Jr.,,2B,4100,SEA,LAA,3.80,Heaney,0.296,-5%,L,L,0.415,-3%,0.250,-12%,,7,,-5%,2%,0%,7.9,7.5,7.5,0.3,14.6,5.8,1.4,0.0,0.0
Pedro Severino,,C,4100,BAL,MIA,4.76,Lopez,0.292,-6%,R,R,0.259,-6%,0.113,-13%,,x,,0%,0%,0%,7.4,7.4,7.4,0.1,14.8,0.0,0.0,0.0,0.0
Dwight Smith Jr.,,OF,4100,BAL,MIA,4.76,Lopez,0.341,2%,R,L,0.324,4%,0.193,7%,,6,,2%,2%,0%,11.0,11.0,11.0,3.2,18.8,7.8,1.9,0.0,0.0
Justin Smoak,,1B,4100,MIL,CWS,4.25,Giolito,0.307,-4%,R,S,0.354,4%,0.246,20%,5,5,1,0%,-2%,0%,5.4,5.4,5.4,-0.3,11.2,7.3,1.8,0.0,0.0
Kean Wong,,2B,4100,SF,@COL,4.96,Marquez,0.335,2%,R,L,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brendan Rodgers,,2B/SS,4100,COL,SF,6.54,Gausman,0.340,4%,R,R,0.241,-4%,0.038,-11%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Hamilton,,OF,4100,SF,@COL,4.96,Marquez,0.335,2%,R,S,0.272,4%,0.068,-14%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ryon Healy,,1B/3B,4100,MIL,CWS,4.25,Giolito,0.313,-2%,R,R,0.312,-1%,0.208,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Rojas,,SS,4000,MIA,@BAL,4.24,Means,0.317,-2%,L,R,0.301,2%,0.111,12%,,x,,0%,0%,0%,20.7,20.7,20.7,6.3,35.0,0.0,0.0,0.0,0.0
Jesus Aguilar,,1B,4000,MIA,@BAL,4.24,Means,0.317,-2%,L,R,0.353,1%,0.207,-4%,x,4,,14%,2%,0%,13.0,13.0,13.0,1.2,24.8,0.0,0.0,0.0,0.0
Renato Nunez,,1B/3B,4000,BAL,MIA,4.76,Lopez,0.292,-6%,R,R,0.319,0%,0.196,-1%,,5,,4%,2%,0%,10.9,10.9,10.9,3.5,18.2,7.6,1.9,0.0,0.0
Wil Myers,,OF,4000,SD,LAD,3.81,May,,-1%,R,R,0.307,-6%,0.160,-16%,,6,,-3%,-1%,0%,11.0,10.4,10.4,2.6,18.1,6.8,1.7,0.0,0.0
Joc Pederson,,OF,4000,LAD,@SD,4.19,Lamet,0.346,3%,R,L,0.376,9%,0.308,18%,,7,,-5%,-1%,0%,6.8,6.8,6.8,1.0,12.5,8.9,2.2,0.0,0.0
Maikel Franco,,3B,4000,KC,@CHC,3.05,Hendricks,0.294,-6%,R,R,0.312,1%,0.190,0%,8,6,-3,4%,-1%,-10%,7.4,6.7,6.7,-4.1,17.6,5.9,1.5,0.0,0.0
Will Smith,,C,4000,LAD,@SD,4.19,Lamet,0.261,-11%,R,R,0.410,4%,0.381,15%,,x,,0%,0%,0%,4.3,4.3,4.3,-0.1,8.7,0.0,0.0,0.0,0.0
Jurickson Profar,,2B,4000,SD,LAD,3.81,May,,1%,R,S,0.314,-1%,0.210,13%,,9,,-2%,0%,0%,5.4,5.4,5.4,-4.0,14.8,6.2,1.6,0.0,0.0
Eduardo Escobar,,3B,4000,ARI,HOU,4.44,Javier,,1%,R,S,0.341,3%,0.245,15%,5,4,-1,4%,0%,0%,4.0,4.0,4.0,0.1,7.9,8.1,2.0,0.0,0.0
Brandon Crawford,,SS,4000,SF,@COL,4.96,Marquez,0.335,2%,R,L,0.292,-1%,0.133,4%,7,7,0,28%,1%,0%,3.6,3.6,3.6,-0.5,7.6,7.5,1.9,0.0,0.0
Pablo Sandoval,,1B/3B,4000,SF,@COL,4.96,Marquez,0.335,2%,R,S,0.335,8%,0.216,11%,5,6,-1,33%,1%,-1%,1.8,1.8,1.8,-0.4,3.9,10.3,2.6,0.0,0.0
Yolmer Sanchez,,2B,4000,SF,@COL,4.96,Marquez,0.335,2%,R,S,,2%,,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dom Nunez,,C,4000,COL,SF,6.54,Gausman,0.316,-2%,R,L,0.277,1%,0.243,6%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ronny Rodriguez,,2B,4000,MIL,CWS,4.25,Giolito,0.313,-2%,R,R,0.262,-3%,0.168,-4%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Charlie Culberson,,OF/SS,4000,ATL,TOR,4.86,Shoemaker,0.310,-4%,R,R,0.324,-1%,0.192,3%,x,x,-,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yordan Alvarez,,OF,4000,HOU,@ARI,5.06,Bumgarner,0.241,-18%,L,L,0.422,-3%,0.342,-8%,,x,,0%,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Michael Brantley,,OF,3900,HOU,@ARI,5.06,Bumgarner,0.241,-18%,L,L,0.309,-13%,0.096,-42%,,4,,7%,0%,0%,12.5,12.5,12.5,6.1,18.9,6.7,1.7,0.0,0.0
Ian Happ,,3B/OF,3900,CHC,KC,4.45,Singer,,1%,R,S,0.357,6%,0.232,11%,9,9,-3,0%,-1%,-8%,9.7,9.7,9.7,2.1,17.2,6.8,1.7,0.0,0.0
Jorge Soler,,OF,3900,KC,@CHC,3.05,Hendricks,0.294,-6%,R,R,0.367,1%,0.275,3%,2,2,0,5%,-1%,-11%,7.7,7.4,7.4,1.7,13.0,7.9,2.0,0.0,0.0
Albert Pujols,,1B,3900,LAA,@SEA,5.20,Dunn,,-1%,R,R,0.297,-3%,0.153,-12%,,6,,-3%,2%,0%,7.1,7.1,7.1,-2.8,17.1,7.1,1.8,0.0,0.0
Todd Frazier,,1B/3B,3900,TEX,@OAK,3.39,Luzardo,,2%,L,R,0.334,3%,0.246,16%,,5,,-5%,-2%,0%,6.4,6.4,6.4,-2.4,15.2,7.3,1.9,0.0,0.0
